DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
613661,237,2,1,2,937.76996187,Mujer,21,Estudiando
613662,237,1,1,1,838.36896043,Mujer,38,Trabajando
613662,237,2,1,2,838.36896043,Hombre,27,Buscando trabajo
613663,237,1,1,1,900.37463594,Mujer,35,Trabajando
613663,237,2,1,2,900.37463594,Mujer,16,Estudiando
613663,237,3,1,3,900.37463594,Mujer,14,
613664,237,1,1,1,1201.2219828,Hombre,65,Pensionado
613664,237,2,1,2,1201.2219828,Mujer,64,Oficios del hogar
613665,237,1,1,1,944.82168855,Hombre,31,Trabajando
613665,237,2,1,2,944.82168855,Mujer,20,Trabajando
613665,237,3,1,3,944.82168855,Mujer,2,
613665,237,4,1,4,944.82168855,Mujer,13,
613665,237,5,1,5,944.82168855,Hombre,32,Buscando trabajo
613666,237,1,1,1,878.44985284,Hombre,50,Trabajando
613666,237,2,1,2,878.44985284,Mujer,42,Oficios del hogar
613666,237,3,1,3,878.44985284,Mujer,24,Estudiando
613666,237,4,1,4,878.44985284,Mujer,17,Estudiando
613667,237,1,1,1,829.98527082,Hombre,52,Buscando trabajo
613667,237,2,1,2,829.98527082,Mujer,46,Trabajando
613668,237,1,1,1,1429.9431779,Hombre,42,Trabajando
613668,237,2,1,2,1429.9431779,Mujer,42,Trabajando
613668,237,3,1,3,1429.9431779,Hombre,18,Estudiando
613668,237,4,1,4,1429.9431779,Mujer,14,
613668,237,5,1,5,1429.9431779,Mujer,76,Oficios del hogar
613669,237,1,1,1,948.60702384,Hombre,33,Trabajando
613669,237,2,1,2,948.60702384,Mujer,14,
613669,237,3,1,3,948.60702384,Hombre,47,Oficios del hogar
613670,237,1,1,1,1491.6141324,Mujer,62,Trabajando
613670,237,2,1,2,1491.6141324,Mujer,18,Estudiando
613670,237,3,1,3,1491.6141324,Mujer,14,
613670,237,4,1,4,1491.6141324,Hombre,11,
613671,237,1,1,1,842.51585203,Mujer,60,Oficios del hogar
613671,237,2,1,2,842.51585203,Mujer,22,Buscando trabajo
613671,237,3,1,3,842.51585203,Hombre,22,Buscando trabajo
613672,237,1,1,1,544.45251396,Mujer,28,Oficios del hogar
613672,237,2,1,2,544.45251396,Hombre,7,
613673,237,1,1,1,353.62720801,Hombre,29,Trabajando
613673,237,2,1,2,353.62720801,Mujer,25,Oficios del hogar
613673,237,3,1,3,353.62720801,Mujer,7,
613673,237,4,1,4,353.62720801,Mujer,3,
613673,237,5,1,5,353.62720801,Mujer,14,
613674,237,1,1,1,415.35637093,Mujer,42,Trabajando
613674,237,2,1,2,415.35637093,Mujer,13,
613675,237,1,1,1,653.2679168,Mujer,38,Trabajando
613675,237,2,1,2,653.2679168,Hombre,15,Estudiando
613675,237,3,1,3,653.2679168,Mujer,11,
613676,237,1,1,1,868.43930463,Mujer,58,Oficios del hogar
613676,237,2,1,2,868.43930463,Hombre,34,Trabajando
613676,237,3,1,3,868.43930463,Mujer,32,Oficios del hogar
613676,237,4,1,4,868.43930463,Mujer,11,
613676,237,5,1,5,868.43930463,Hombre,7,
613677,237,1,1,1,792.95887847,Mujer,43,Trabajando
613677,237,2,1,2,792.95887847,Hombre,26,Trabajando
613677,237,3,1,3,792.95887847,Mujer,19,Trabajando
613677,237,4,1,4,792.95887847,Hombre,14,
613677,237,5,1,5,792.95887847,Mujer,13,
613678,237,1,1,1,796.36378998,Hombre,58,Trabajando
613679,237,1,1,1,632.75374951,Mujer,53,Oficios del hogar
613679,237,2,1,2,632.75374951,Hombre,29,Trabajando
613679,237,3,1,3,632.75374951,Mujer,24,Trabajando
613680,237,1,1,1,723.42566678,Hombre,40,Trabajando
613680,237,2,1,2,723.42566678,Hombre,32,Trabajando
613681,237,1,1,1,623.307395,Hombre,50,Trabajando
613681,237,2,1,2,623.307395,Mujer,51,Oficios del hogar
613681,237,3,1,3,623.307395,Hombre,13,
613681,237,4,1,4,623.307395,Mujer,22,Oficios del hogar
613681,237,5,1,5,623.307395,Mujer,4,
613681,237,6,1,6,623.307395,Hombre,0,
613682,237,1,1,1,494.23944748,Hombre,65,Trabajando
613682,237,2,1,2,494.23944748,Mujer,50,Oficios del hogar
613682,237,3,1,3,494.23944748,Hombre,13,
613682,237,4,1,4,494.23944748,Mujer,12,
613682,237,5,1,5,494.23944748,Mujer,9,
613683,237,1,1,1,727.63320686,Hombre,31,Trabajando
613683,237,2,1,2,727.63320686,Mujer,26,Oficios del hogar
613683,237,3,1,3,727.63320686,Mujer,8,
613683,237,4,1,4,727.63320686,Hombre,6,
613683,237,5,1,5,727.63320686,Hombre,3,
613683,237,6,1,6,727.63320686,Hombre,1,
613684,237,1,1,1,496.0057813,Hombre,45,Trabajando
613684,237,2,1,2,496.0057813,Mujer,38,Oficios del hogar
613684,237,3,1,3,496.0057813,Mujer,11,
613684,237,4,1,4,496.0057813,Hombre,5,
613685,237,1,1,1,310.67414054,Mujer,32,Oficios del hogar
613685,237,2,1,2,310.67414054,Mujer,38,Trabajando
613685,237,3,1,3,310.67414054,Mujer,2,
613686,237,1,1,1,871.80016066,Mujer,65,Trabajando
613686,237,2,1,2,871.80016066,Hombre,43,Trabajando
613687,237,1,1,1,1394.1771755,Hombre,50,Trabajando
613687,237,2,1,2,1394.1771755,Mujer,50,Oficios del hogar
613687,237,3,1,3,1394.1771755,Hombre,23,Trabajando
613687,237,4,1,4,1394.1771755,Hombre,21,Buscando trabajo
613687,237,5,1,5,1394.1771755,Mujer,19,Estudiando
613687,237,6,1,6,1394.1771755,Mujer,19,Estudiando
613688,237,1,1,1,1043.0206442,Hombre,57,Trabajando
613688,237,2,1,2,1043.0206442,Mujer,59,Oficios del hogar
613688,237,3,1,3,1043.0206442,Hombre,24,Estudiando
613688,237,4,1,4,1043.0206442,Mujer,28,Trabajando
613688,237,5,1,5,1043.0206442,Hombre,38,Buscando trabajo
613689,237,3,1,3,795.76283054,Hombre,14,
613689,237,1,1,1,795.76283054,Hombre,48,Trabajando
613689,237,2,1,2,795.76283054,Mujer,49,Trabajando
613690,237,1,1,1,850.70705307,Mujer,35,Trabajando
613690,237,2,1,2,850.70705307,Hombre,14,
613691,237,1,1,1,132.55156246,Mujer,51,Oficios del hogar
613691,237,2,1,2,132.55156246,Hombre,51,Trabajando
613691,237,3,1,3,132.55156246,Hombre,29,Trabajando
613691,237,4,1,4,132.55156246,Mujer,7,
613691,237,5,1,5,132.55156246,Hombre,25,Trabajando
613691,237,6,1,6,132.55156246,Mujer,23,Trabajando
613692,237,1,1,1,127.7280261,Mujer,46,Trabajando
613692,237,2,1,2,127.7280261,Hombre,37,Trabajando
613693,237,1,1,1,145.46229021,Mujer,42,Oficios del hogar
613693,237,2,1,2,145.46229021,Hombre,43,Trabajando
613693,237,3,1,3,145.46229021,Hombre,23,Trabajando
613693,237,4,1,4,145.46229021,Mujer,14,
613694,237,1,1,1,94.336121994,Mujer,46,Trabajando
613694,237,2,1,2,94.336121994,Mujer,22,Estudiando
613694,237,3,1,3,94.336121994,Mujer,22,Estudiando
613694,237,4,1,4,94.336121994,Mujer,5,
613694,237,5,1,5,94.336121994,Mujer,5,
613694,237,6,1,6,94.336121994,Hombre,3,
613695,237,1,1,1,120.61373119,Mujer,52,Oficios del hogar
613695,237,2,1,2,120.61373119,Hombre,36,Trabajando
613695,237,3,1,3,120.61373119,Mujer,26,Trabajando
613695,237,4,1,4,120.61373119,Mujer,17,Estudiando
613695,237,5,1,5,120.61373119,Mujer,9,
613696,237,7,1,7,119.67718284,Hombre,26,Trabajando
613696,237,8,1,8,119.67718284,Mujer,2,
613696,237,6,1,6,119.67718284,Hombre,8,
613696,237,2,1,2,119.67718284,Hombre,39,Trabajando
613696,237,3,1,3,119.67718284,Mujer,24,Estudiando
613696,237,4,1,4,119.67718284,Mujer,20,Buscando trabajo
613696,237,5,1,5,119.67718284,Hombre,13,
613696,237,1,1,1,119.67718284,Mujer,43,Oficios del hogar
613697,237,1,1,1,110.5671334,Mujer,42,Trabajando
613697,237,2,1,2,110.5671334,Hombre,58,Trabajando
613697,237,3,1,3,110.5671334,Mujer,18,Estudiando
613697,237,4,1,4,110.5671334,Mujer,14,
613697,237,5,1,5,110.5671334,Hombre,12,
613698,237,1,1,1,149.95853001,Hombre,38,Trabajando
613698,237,2,1,2,149.95853001,Mujer,49,Trabajando
613698,237,3,1,3,149.95853001,Hombre,18,Ocio
613698,237,4,1,4,149.95853001,Hombre,4,
613699,237,1,1,1,125.00833153,Mujer,45,Trabajando
613699,237,2,1,2,125.00833153,Mujer,18,Estudiando
613700,237,1,1,1,152.31617798,Mujer,49,Oficios del hogar
613700,237,2,1,2,152.31617798,Hombre,24,Trabajando
613700,237,3,1,3,152.31617798,Mujer,22,Trabajando
613701,237,1,1,1,138.71008473,Mujer,68,Oficios del hogar
613701,237,2,1,2,138.71008473,Hombre,18,Buscando trabajo
613702,237,1,1,1,133.85348677,Mujer,41,Trabajando
613702,237,2,1,2,133.85348677,Hombre,19,Estudiando
613702,237,3,1,3,133.85348677,Mujer,17,Oficios del hogar
613702,237,4,1,4,133.85348677,Hombre,0,
613703,237,1,1,1,126.29073769,Hombre,60,Trabajando
613703,237,2,1,2,126.29073769,Mujer,61,Oficios del hogar
613703,237,3,1,3,126.29073769,Hombre,20,Buscando trabajo
613704,237,1,1,1,109.02817182,Mujer,50,Oficios del hogar
613704,237,2,1,2,109.02817182,Mujer,22,Buscando trabajo
613704,237,3,1,3,109.02817182,Hombre,11,
613705,237,1,1,1,110.1275942,Mujer,52,Oficios del hogar
613705,237,2,1,2,110.1275942,Hombre,25,Trabajando
613705,237,3,1,3,110.1275942,Mujer,23,Oficios del hogar
613705,237,4,1,4,110.1275942,Mujer,2,
613706,237,1,1,1,96.370909145,Hombre,58,Trabajando
613706,237,2,1,2,96.370909145,Mujer,60,Trabajando
613706,237,3,1,3,96.370909145,Mujer,35,Trabajando
613706,237,4,1,4,96.370909145,Hombre,3,
613707,237,1,1,1,102.79736476,Mujer,32,Oficios del hogar
613707,237,2,1,2,102.79736476,Hombre,38,Trabajando
613707,237,3,1,3,102.79736476,Hombre,14,
613707,237,4,1,4,102.79736476,Mujer,1,
613708,237,1,1,1,96.652956323,Mujer,49,Trabajando
613708,237,2,1,2,96.652956323,Mujer,29,Trabajando
613708,237,3,1,3,96.652956323,Mujer,25,Buscando trabajo
613708,237,4,1,4,96.652956323,Hombre,8,
613708,237,5,1,5,96.652956323,Mujer,8,
613709,237,1,1,1,102.79736476,Hombre,32,Trabajando
613709,237,2,1,2,102.79736476,Mujer,26,Trabajando
613709,237,3,1,3,102.79736476,Hombre,5,
613709,237,4,1,4,102.79736476,Mujer,2,
613710,237,1,1,1,111.50062143,Mujer,36,Oficios del hogar
613710,237,2,1,2,111.50062143,Hombre,34,Trabajando
613710,237,3,1,3,111.50062143,Hombre,14,
613711,237,1,1,1,92.663904926,Hombre,39,Trabajando
613711,237,2,1,2,92.663904926,Mujer,39,Oficios del hogar
613711,237,3,1,3,92.663904926,Hombre,9,
613711,237,4,1,4,92.663904926,Mujer,3,
613711,237,5,1,5,92.663904926,Mujer,55,Oficios del hogar
613712,237,1,1,1,97.764641201,Mujer,71,Oficios del hogar
613712,237,2,1,2,97.764641201,Hombre,36,Trabajando
613712,237,3,1,3,97.764641201,Hombre,68,Trabajando
613713,237,1,1,1,97.764641201,Hombre,41,Trabajando
613713,237,2,1,2,97.764641201,Hombre,78,Pensionado
613713,237,3,1,3,97.764641201,Mujer,62,Oficios del hogar
613714,237,1,1,1,100.25289941,Mujer,24,Trabajando
613714,237,2,1,2,100.25289941,Mujer,56,Trabajando
613714,237,3,1,3,100.25289941,Hombre,68,Trabajando
613714,237,4,1,4,100.25289941,Hombre,31,Trabajando
613715,237,1,1,1,92.835198575,Mujer,65,Oficios del hogar
613716,237,1,1,1,106.87887378,Hombre,27,Trabajando
613717,237,1,1,1,92.396346548,Mujer,77,Pensionado
613717,237,2,1,2,92.396346548,Mujer,50,Trabajando
613718,237,1,1,1,97.629004901,Mujer,32,Oficios del hogar
613718,237,2,1,2,97.629004901,Hombre,70,Pensionado
613718,237,3,1,3,97.629004901,Hombre,13,
613719,237,1,1,1,106.44002175,Mujer,49,Oficios del hogar
613719,237,2,1,2,106.44002175,Hombre,25,Trabajando
613720,237,1,1,1,86.252932423,Hombre,34,Trabajando
613720,237,2,1,2,86.252932423,Mujer,34,Trabajando
613720,237,3,1,3,86.252932423,Mujer,14,
613720,237,4,1,4,86.252932423,Hombre,7,
613720,237,5,1,5,86.252932423,Mujer,2,
613721,237,1,1,1,94.2309177,Hombre,54,Otra actividad
613721,237,2,1,2,94.2309177,Mujer,44,Trabajando
613721,237,3,1,3,94.2309177,Hombre,14,
613721,237,4,1,4,94.2309177,Mujer,12,
613722,237,1,1,1,73.217061069,Hombre,42,Trabajando
613722,237,2,1,2,73.217061069,Mujer,30,Oficios del hogar
613722,237,3,1,3,73.217061069,Mujer,6,
613722,237,4,1,4,73.217061069,Mujer,5,
613722,237,5,1,5,73.217061069,Mujer,0,
613722,237,6,1,6,73.217061069,Mujer,64,Incapacitado permanente para trabajar
613723,237,1,1,1,98.462036473,Hombre,38,Trabajando
613723,237,2,1,2,98.462036473,Mujer,39,Oficios del hogar
613723,237,3,1,3,98.462036473,Mujer,4,
613724,237,1,1,1,107.1667117,Hombre,78,Incapacitado permanente para trabajar
613724,237,2,1,2,107.1667117,Mujer,69,Oficios del hogar
613724,237,3,1,3,107.1667117,Hombre,22,Estudiando
613725,237,1,1,1,81.777600046,Hombre,60,Trabajando
613725,237,2,1,2,81.777600046,Mujer,60,Oficios del hogar
613725,237,3,1,3,81.777600046,Mujer,29,Trabajando
613725,237,4,1,4,81.777600046,Hombre,4,
613726,237,1,1,1,89.534322843,Mujer,41,Oficios del hogar
613726,237,2,1,2,89.534322843,Hombre,38,Trabajando
613726,237,3,1,3,89.534322843,Mujer,18,Estudiando
613726,237,4,1,4,89.534322843,Mujer,8,
613726,237,5,1,5,89.534322843,Hombre,2,
613727,237,1,1,1,87.757593499,Hombre,51,Trabajando
613727,237,2,1,2,87.757593499,Mujer,53,Oficios del hogar
613727,237,3,1,3,87.757593499,Hombre,27,Trabajando
613727,237,4,1,4,87.757593499,Mujer,25,Oficios del hogar
613727,237,5,1,5,87.757593499,Mujer,8,
613727,237,6,1,6,87.757593499,Mujer,5,
613728,237,1,1,1,91.837739016,Hombre,42,Trabajando
613728,237,2,1,2,91.837739016,Mujer,32,Oficios del hogar
613728,237,3,1,3,91.837739016,Mujer,17,Estudiando
613728,237,4,1,4,91.837739016,Mujer,16,Estudiando
613728,237,5,1,5,91.837739016,Hombre,10,
613728,237,6,1,6,91.837739016,Mujer,2,
613729,237,1,1,1,110.52196823,Hombre,24,Trabajando
613729,237,2,1,2,110.52196823,Mujer,20,Trabajando
613729,237,3,1,3,110.52196823,Mujer,2,
613730,237,1,1,1,79.845571729,Mujer,29,Oficios del hogar
613730,237,2,1,2,79.845571729,Hombre,32,Trabajando
613730,237,3,1,3,79.845571729,Mujer,12,
613730,237,4,1,4,79.845571729,Hombre,4,
613730,237,5,1,5,79.845571729,Mujer,4,
613731,237,1,1,1,103.13988105,Mujer,54,Trabajando
613731,237,2,1,2,103.13988105,Hombre,53,Trabajando
613731,237,3,1,3,103.13988105,Mujer,21,Estudiando
613731,237,4,1,4,103.13988105,Mujer,18,Estudiando
613732,237,1,1,1,100.83646488,Hombre,51,Trabajando
613732,237,2,1,2,100.83646488,Mujer,46,Oficios del hogar
613732,237,3,1,3,100.83646488,Mujer,21,Oficios del hogar
613733,237,1,1,1,96.434998611,Mujer,44,Oficios del hogar
613733,237,2,1,2,96.434998611,Mujer,16,Estudiando
613734,237,1,1,1,157.24353572,Hombre,81,Otra actividad
613734,237,2,1,2,157.24353572,Mujer,81,Oficios del hogar
613734,237,3,1,3,157.24353572,Mujer,53,Trabajando
613734,237,4,1,4,157.24353572,Hombre,58,Trabajando
613734,237,5,1,5,157.24353572,Hombre,24,Trabajando
613735,237,1,1,1,119.4754652,Mujer,36,Oficios del hogar
613735,237,2,1,2,119.4754652,Hombre,42,Trabajando
613735,237,3,1,3,119.4754652,Hombre,64,Incapacitado permanente para trabajar
613736,237,1,1,1,117.69407375,Hombre,78,Trabajando
613737,237,1,1,1,87.641887196,Hombre,69,Incapacitado permanente para trabajar
613737,237,2,1,2,87.641887196,Mujer,56,Oficios del hogar
613738,237,1,1,1,187.80224051,Hombre,43,Trabajando
613738,237,2,1,2,187.80224051,Mujer,33,Oficios del hogar
613738,237,3,1,3,187.80224051,Mujer,15,Estudiando
613738,237,4,1,4,187.80224051,Mujer,12,
613738,237,5,1,5,187.80224051,Mujer,10,
613738,237,6,1,6,187.80224051,Mujer,7,
613738,237,7,1,7,187.80224051,Mujer,6,
613739,237,1,1,1,112.10620771,Hombre,66,Trabajando
613739,237,2,1,2,112.10620771,Mujer,41,Oficios del hogar
613739,237,3,1,3,112.10620771,Mujer,3,
613740,237,1,1,1,78.462715834,Hombre,63,Trabajando
613741,237,1,1,1,136.64330164,Hombre,33,Trabajando
613741,237,2,1,2,136.64330164,Mujer,24,Oficios del hogar
613741,237,3,1,3,136.64330164,Mujer,6,
613742,237,1,1,1,78.462715834,Hombre,72,Trabajando
613743,237,1,1,1,78.462715834,Hombre,73,Trabajando
613744,237,1,1,1,90.305943588,Hombre,45,Trabajando
613745,237,1,1,1,78.462715834,Hombre,59,Trabajando
613746,237,1,1,1,1442.5388138,Mujer,31,Oficios del hogar
613746,237,2,1,2,1442.5388138,Hombre,60,Trabajando
613746,237,3,1,3,1442.5388138,Hombre,10,
613746,237,4,1,4,1442.5388138,Hombre,2,
613747,237,1,1,1,1999.3043759,Mujer,45,Trabajando
613747,237,2,1,2,1999.3043759,Mujer,14,
613747,237,3,1,3,1999.3043759,Mujer,12,
613748,237,1,1,1,2390.1503607,Hombre,45,Trabajando
613748,237,2,1,2,2390.1503607,Mujer,29,Trabajando
613748,237,3,1,3,2390.1503607,Hombre,5,
613748,237,4,1,4,2390.1503607,Hombre,0,
613749,237,1,1,1,3002.7138015,Mujer,69,Oficios del hogar
613750,237,1,1,1,1889.203008,Mujer,45,Trabajando
613750,237,2,1,2,1889.203008,Hombre,11,
613750,237,3,1,3,1889.203008,Mujer,9,
613751,237,1,1,1,2246.9261807,Mujer,21,Oficios del hogar
613751,237,2,1,2,2246.9261807,Mujer,48,Trabajando
613751,237,3,1,3,2246.9261807,Mujer,4,
613751,237,4,1,4,2246.9261807,Hombre,0,
613752,237,1,1,1,2390.1503607,Hombre,33,Trabajando
613752,237,2,1,2,2390.1503607,Mujer,33,Oficios del hogar
613752,237,3,1,3,2390.1503607,Hombre,3,
613752,237,4,1,4,2390.1503607,Hombre,0,
613753,237,1,1,1,2500.2517287,Hombre,36,Trabajando
613753,237,2,1,2,2500.2517287,Mujer,26,Oficios del hogar
613753,237,3,1,3,2500.2517287,Hombre,6,
613753,237,4,1,4,2500.2517287,Mujer,3,
613754,237,1,1,1,2682.4349609,Mujer,53,Trabajando
613755,237,1,1,1,5166.4279652,Mujer,39,Oficios del hogar
613755,237,2,1,2,5166.4279652,Hombre,53,Trabajando
613755,237,3,1,3,5166.4279652,Hombre,21,Trabajando
613755,237,4,1,4,5166.4279652,Mujer,19,Estudiando
613756,237,1,1,1,2390.1503607,Hombre,30,Trabajando
613756,237,2,1,2,2390.1503607,Mujer,28,Oficios del hogar
613756,237,3,1,3,2390.1503607,Hombre,9,
613756,237,4,1,4,2390.1503607,Hombre,4,
613757,237,1,1,1,1889.203008,Mujer,36,Trabajando
613757,237,2,1,2,1889.203008,Mujer,9,
613757,237,3,1,3,1889.203008,Hombre,5,
613758,237,1,1,1,1903.7087775,Hombre,55,Ocio
613758,237,2,1,2,1903.7087775,Mujer,60,Oficios del hogar
613758,237,3,1,3,1903.7087775,Hombre,8,
613759,237,1,1,1,2390.1503607,Hombre,45,Trabajando
613759,237,2,1,2,2390.1503607,Mujer,26,Oficios del hogar
613759,237,3,1,3,2390.1503607,Hombre,7,
613759,237,4,1,4,2390.1503607,Hombre,4,
613760,237,1,1,1,2841.8170211,Hombre,42,Trabajando
613760,237,2,1,2,2841.8170211,Mujer,28,Oficios del hogar
613760,237,3,1,3,2841.8170211,Hombre,5,
613761,237,1,1,1,3002.7138015,Mujer,65,Oficios del hogar
613762,237,1,1,1,1707.0197758,Hombre,45,Trabajando
613762,237,2,1,2,1707.0197758,Mujer,42,Oficios del hogar
613762,237,3,1,3,1707.0197758,Hombre,14,
613762,237,4,1,4,1707.0197758,Mujer,12,
613762,237,5,1,5,1707.0197758,Hombre,9,
613762,237,6,1,6,1707.0197758,Mujer,4,
613763,237,1,1,1,4758.0219112,Hombre,21,Estudiando
613763,237,2,1,2,4758.0219112,Mujer,20,Trabajando
613764,237,1,1,1,2237.739264,Hombre,82,Incapacitado permanente para trabajar
613765,237,1,1,1,3002.7138015,Mujer,55,Oficios del hogar
613766,237,1,1,1,1903.7087775,Mujer,77,Oficios del hogar
613766,237,2,1,2,1903.7087775,Hombre,77,Pensionado
613766,237,3,1,3,1903.7087775,Hombre,12,
613767,237,1,1,1,2013.8101455,Mujer,57,Oficios del hogar
613767,237,2,1,2,2013.8101455,Hombre,61,Trabajando
613767,237,3,1,3,2013.8101455,Mujer,13,
613768,237,2,1,2,1562.1434851,Hombre,68,Pensionado
613768,237,3,1,3,1562.1434851,Hombre,10,
613768,237,4,1,4,1562.1434851,Mujer,8,
613768,237,1,1,1,1562.1434851,Mujer,65,Oficios del hogar
613769,237,1,1,1,3293.4836815,Hombre,38,Trabajando
613769,237,2,1,2,3293.4836815,Mujer,30,Trabajando
613770,237,1,1,1,2728.1443403,Mujer,31,Oficios del hogar
613770,237,2,1,2,2728.1443403,Hombre,31,Trabajando
613770,237,3,1,3,2728.1443403,Hombre,5,
613771,237,1,1,1,1625.7900526,Mujer,51,Oficios del hogar
613771,237,2,1,2,1625.7900526,Hombre,57,Trabajando
613771,237,3,1,3,1625.7900526,Mujer,14,
613772,237,1,1,1,4029.7498289,Mujer,51,Oficios del hogar
613772,237,2,1,2,4029.7498289,Hombre,17,Estudiando
613773,237,1,1,1,1813.6348877,Mujer,32,Oficios del hogar
613773,237,2,1,2,1813.6348877,Hombre,11,
613773,237,3,1,3,1813.6348877,Mujer,8,
613774,237,1,1,1,1533.0416716,Hombre,35,Buscando trabajo
613774,237,2,1,2,1533.0416716,Mujer,27,Oficios del hogar
613774,237,3,1,3,1533.0416716,Hombre,8,
613774,237,4,1,4,1533.0416716,Hombre,5,
613774,237,5,1,5,1533.0416716,Mujer,4,
613774,237,6,1,6,1533.0416716,Hombre,1,
613775,237,1,1,1,2734.8364653,Hombre,42,Trabajando
613775,237,2,1,2,2734.8364653,Hombre,65,Trabajando
613776,237,1,1,1,1384.8372612,Hombre,57,Trabajando
613776,237,2,1,2,1384.8372612,Mujer,47,Oficios del hogar
613776,237,3,1,3,1384.8372612,Mujer,14,
613776,237,4,1,4,1384.8372612,Mujer,12,
613777,237,1,1,1,2715.9874978,Mujer,23,Oficios del hogar
613777,237,2,1,2,2715.9874978,Hombre,33,Trabajando
613777,237,3,1,3,2715.9874978,Mujer,14,
613777,237,4,1,4,2715.9874978,Mujer,6,
613777,237,5,1,5,2715.9874978,Mujer,3,
613778,237,1,1,1,2400.2416595,Hombre,34,Buscando trabajo
613778,237,2,1,2,2400.2416595,Mujer,29,Oficios del hogar
613778,237,3,1,3,2400.2416595,Hombre,7,
613778,237,4,1,4,2400.2416595,Mujer,3,
613779,237,1,1,1,2400.2416595,Hombre,43,Trabajando
613779,237,2,1,2,2400.2416595,Mujer,28,Oficios del hogar
613779,237,3,1,3,2400.2416595,Hombre,12,
613779,237,4,1,4,2400.2416595,Mujer,5,
613780,237,1,1,1,2841.8170211,Mujer,36,Trabajando
613780,237,2,1,2,2841.8170211,Hombre,32,Trabajando
613780,237,3,1,3,2841.8170211,Hombre,3,
613781,237,1,1,1,1442.5388138,Hombre,58,Pensionado
613781,237,2,1,2,1442.5388138,Mujer,49,Oficios del hogar
613781,237,3,1,3,1442.5388138,Hombre,14,
613781,237,4,1,4,1442.5388138,Mujer,6,
613782,237,1,1,1,4015.4728396,Mujer,43,Oficios del hogar
613782,237,2,1,2,4015.4728396,Hombre,45,Trabajando
613782,237,3,1,3,4015.4728396,Hombre,18,Trabajando
613782,237,4,1,4,4015.4728396,Hombre,14,
613782,237,5,1,5,4015.4728396,Mujer,8,
613783,237,1,1,1,2500.2517287,Hombre,36,Trabajando
613783,237,2,1,2,2500.2517287,Mujer,32,Oficios del hogar
613783,237,3,1,3,2500.2517287,Mujer,8,
613783,237,4,1,4,2500.2517287,Hombre,5,
613784,237,1,1,1,4008.930027,Mujer,43,Oficios del hogar
613784,237,2,1,2,4008.930027,Hombre,52,Trabajando
613784,237,3,1,3,4008.930027,Mujer,23,Trabajando
613784,237,4,1,4,4008.930027,Mujer,17,Estudiando
613785,237,1,1,1,2048.5850683,Hombre,45,Trabajando
613785,237,2,1,2,2048.5850683,Mujer,35,Oficios del hogar
613785,237,3,1,3,2048.5850683,Hombre,14,
613785,237,4,1,4,2048.5850683,Hombre,8,
613785,237,5,1,5,2048.5850683,Mujer,4,
613786,237,1,1,1,2682.4349609,Mujer,27,Estudiando
613787,237,1,1,1,2048.5850683,Mujer,38,Trabajando
613787,237,2,1,2,2048.5850683,Hombre,42,Trabajando
613787,237,3,1,3,2048.5850683,Mujer,13,
613787,237,4,1,4,2048.5850683,Hombre,10,
613787,237,5,1,5,2048.5850683,Hombre,7,
613788,237,1,1,1,2702.8943954,Hombre,26,Trabajando
613788,237,2,1,2,2702.8943954,Hombre,11,
613788,237,3,1,3,2702.8943954,Mujer,3,
613789,237,1,1,1,2479.7922942,Mujer,28,Estudiando
613789,237,2,1,2,2479.7922942,Mujer,37,Buscando trabajo
613790,237,1,1,1,2237.739264,Hombre,62,Oficios del hogar
613791,237,1,1,1,3496.1263483,Hombre,49,Trabajando
613792,237,1,1,1,2278.1263389,Hombre,40,Trabajando
613792,237,2,1,2,2278.1263389,Mujer,35,Oficios del hogar
613792,237,3,1,3,2278.1263389,Mujer,10,
613792,237,4,1,4,2278.1263389,Mujer,5,
613793,237,1,1,1,4019.8360371,Mujer,54,Oficios del hogar
613793,237,2,1,2,4019.8360371,Mujer,50,Oficios del hogar
613793,237,3,1,3,4019.8360371,Hombre,27,Estudiando
613793,237,4,1,4,4019.8360371,Hombre,19,Estudiando
613794,237,1,1,1,2085.9494057,Hombre,40,Trabajando
613794,237,2,1,2,2085.9494057,Mujer,38,Oficios del hogar
613794,237,3,1,3,2085.9494057,Hombre,11,
613794,237,4,1,4,2085.9494057,Hombre,6,
613795,237,1,1,1,3802.5060062,Mujer,38,Trabajando
613795,237,2,1,2,3802.5060062,Hombre,38,Trabajando
613795,237,3,1,3,3802.5060062,Hombre,19,Oficios del hogar
613795,237,4,1,4,3802.5060062,Hombre,11,
613796,237,1,1,1,2461.5539514,Mujer,64,Oficios del hogar
613796,237,2,1,2,2461.5539514,Hombre,42,Trabajando
613796,237,3,1,3,2461.5539514,Hombre,14,
613796,237,4,1,4,2461.5539514,Mujer,11,
613797,237,1,1,1,2874.3130312,Mujer,47,Oficios del hogar
613797,237,2,1,2,2874.3130312,Hombre,51,Trabajando
613798,237,1,1,1,4075.4462546,Hombre,44,Trabajando
613798,237,2,1,2,4075.4462546,Hombre,18,Estudiando
613798,237,3,1,3,4075.4462546,Mujer,14,
613799,237,1,1,1,1751.4232861,Mujer,58,Trabajando
613799,237,2,1,2,1751.4232861,Mujer,28,Trabajando
613799,237,3,1,3,1751.4232861,Mujer,9,
